year,ISO3,ADM0_NAME,ADM0_PCODE,ADM1_NAME,ADM1_PCODE,ADM2_NAME,ADM2_PCODE,ADM3_NAME,ADM3_PCODE,F_TL,M_TL,T_TL,F_00_04,F_05_09,F_10_14,F_15_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65_69,F_70_74,F_75_79,F_80Plus,M_00_04,M_05_09,M_10_14,M_15_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65_69,M_70_74,M_75_79,M_80Plus,T_00_04,T_05_09,T_10_14,T_15_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65_69,T_70_74,T_75_79,T_80Plus
2022,BGD,Bangladesh,BD,Dhaka,BD30,Shariatpur,BD3086,Shariatpur Sadar,BD308669,109689,102326,212015,8924,9440,10666,9447,8418,8512,8182,7864,7091,7009,6117,4593,3903,3174,2635,1823,1891,9329,9622,10446,9451,8055,7287,6717,6662,6157,5661,5254,4758,4113,3300,2497,1635,1382,18253,19062,21112,18898,16473,15799,14899,14526,13248,12670,11371,9351,8016,6474,5132,3458,3273
2022,BGD,Bangladesh,BD,Dhaka,BD30,Shariatpur,BD3086,Zanjira,BD308694,104204,96697,200901,9183,9659,10562,8954,7284,7617,7640,6921,6546,5805,6043,4402,4457,3105,2798,1546,1682,9387,10201,10239,8373,6912,6267,6351,6333,5705,4890,4868,4108,4047,3250,2762,1578,1426,18570,19860,20801,17327,14196,13884,13991,13254,12251,10695,10911,8510,8504,6355,5560,3124,3108
2022,BGD,Bangladesh,BD,Dhaka,BD30,Tangail,BD3093,Basail,BD309309,82515,68617,151132,5511,5288,5346,5549,6797,6931,6588,6787,6166,5949,4929,4406,3350,3306,2306,1799,1507,5568,5371,5446,5268,5133,4710,4473,4645,4508,4683,4192,4113,3040,2859,1954,1552,1102,11079,10659,10792,10817,11930,11641,11061,11432,10674,10632,9121,8519,6390,6165,4260,3351,2609
2022,BGD,Bangladesh,BD,Dhaka,BD30,Tangail,BD3093,Bhuapur,BD309319,95127,83947,179074,7870,7809,7399,6419,7676,7611,7614,7060,6786,6434,5478,4671,3755,3232,2199,1699,1415,7992,8173,8071,6958,6263,5807,5386,5557,5469,5116,4706,4283,3286,2724,1907,1308,941,15862,15982,15470,13377,13939,13418,13000,12617,12255,11550,10184,8954,7041,5956,4106,3007,2356
2022,BGD,Bangladesh,BD,Dhaka,BD30,Tangail,BD3093,Delduar,BD309323,116316,102285,218601,7631,7685,8224,7578,9104,9514,9384,9750,8855,8796,6941,6325,4577,4365,2851,2501,2235,7687,7947,8524,8156,7962,7640,7106,7472,6852,7241,6281,6024,4348,3451,2473,1730,1391,15318,15632,16748,15734,17066,17154,16490,17222,15707,16037,13222,12349,8925,7816,5324,4231,3626
2022,BGD,Bangladesh,BD,Dhaka,BD30,Tangail,BD3093,Dhanbari,BD309325,100438,88655,189093,6749,7169,6955,6005,7460,8019,8360,8262,8020,7109,6273,5057,4502,3730,3050,1881,1837,7086,7380,7593,6416,5938,6263,6277,6435,6496,6372,5756,4691,3782,2941,2443,1468,1318,13835,14549,14548,12421,13398,14282,14637,14697,14516,13481,12029,9748,8284,6671,5493,3349,3155
2022,BGD,Bangladesh,BD,Dhaka,BD30,Tangail,BD3093,Ghatail,BD309328,237304,214072,451376,17410,18284,17176,14233,18828,19837,19830,19069,17234,15946,13660,11527,9884,8116,6750,4536,4984,17755,19069,18972,16073,16098,15675,15841,15536,14639,13542,12218,10156,8647,7006,5506,3778,3561,35165,37353,36148,30306,34926,35512,35671,34605,31873,29488,25878,21683,18531,15122,12256,8314,8545
2022,BGD,Bangladesh,BD,Dhaka,BD30,Tangail,BD3093,Gopalpur,BD309338,115320,102758,218078,8094,8430,8183,7132,8897,8919,9108,9062,8800,8194,7008,6171,5219,4454,3302,2295,2052,8291,8737,8811,7805,7489,7287,7018,7046,7125,6887,6265,5594,4469,3860,2861,1750,1463,16385,17167,16994,14937,16386,16206,16126,16108,15925,15081,13273,11765,9688,8314,6163,4045,3515
2022,BGD,Bangladesh,BD,Dhaka,BD30,Tangail,BD3093,Kalihati,BD309347,223729,204643,428372,16118,16183,15972,14711,18966,18639,18020,17930,16917,15513,12978,11086,8959,7743,5873,4440,3681,16686,16951,17718,15951,16589,16070,14537,14257,13372,13764,12165,10525,8120,6917,4935,3357,2729,32804,33134,33690,30662,35555,34709,32557,32187,30289,29277,25143,21611,17079,14660,10808,7797,6410
2022,BGD,Bangladesh,BD,Dhaka,BD30,Tangail,BD3093,Madhupur,BD309357,165290,153391,318681,13149,13197,12504,10571,13786,13792,13453,12537,11690,10816,9047,7770,6376,5685,4404,3262,3251,13419,13842,14048,11516,11646,12134,11472,11147,10474,9367,8263,6928,5680,4565,3764,2630,2496,26568,27039,26552,22087,25432,25926,24925,23684,22164,20183,17310,14698,12056,10250,8168,5892,5747
2022,BGD,Bangladesh,BD,Dhaka,BD30,Tangail,BD3093,Mirzapur,BD309366,233821,201637,435458,15544,16073,16602,16365,19419,20005,19370,19426,17853,16741,13927,11253,9105,7680,6002,4270,4186,15965,16310,16852,16319,16014,14652,14107,14495,13589,13780,12684,10707,8717,6474,4870,3167,2935,31509,32383,33454,32684,35433,34657,33477,33921,31442,30521,26611,21960,17822,14154,10872,7437,7121
2022,BGD,Bangladesh,BD,Dhaka,BD30,Tangail,BD3093,Nagarpur,BD309376,167695,140711,308406,12956,13470,12268,10477,12744,13390,13517,13111,12273,11664,10267,8394,6878,5633,4457,3234,2962,13099,13752,12827,10262,9490,9259,9177,9257,9118,9348,8488,7608,6204,4798,3565,2391,2068,26055,27222,25095,20739,22234,22649,22694,22368,21391,21012,18755,16002,13082,10431,8022,5625,5030
2022,BGD,Bangladesh,BD,Dhaka,BD30,Tangail,BD3093,Sakhipur,BD309385,166280,141185,307465,11875,12115,11391,10402,13577,14547,14661,13966,13100,11187,9225,7435,6475,5473,4386,3057,3408,12140,12459,12597,10963,9400,9728,9736,9975,9362,9495,8329,7251,5942,4785,3829,2552,2642,24015,24574,23988,21365,22977,24275,24397,23941,22462,20682,17554,14686,12417,10258,8215,5609,6050
2022,BGD,Bangladesh,BD,Dhaka,BD30,Tangail,BD3093,Tangail Sadar,BD309395,308245,290382,598627,22761,23973,22704,22747,26540,26131,26304,25191,23017,21024,17031,14181,10986,9501,6636,5179,4339,23148,24462,26009,26059,25828,22096,21140,21022,19695,18927,16178,14746,10470,8169,5439,3873,3121,45909,48435,48713,48806,52368,48227,47444,46213,42712,39951,33209,28927,21456,17670,12075,9052,7460
2022,BGD,Bangladesh,BD,Khulna,BD40,Bagerhat,BD4001,Bagerhat Sadar,BD400108,134593,128065,262658,8370,8692,10129,10373,10471,11066,11583,11158,9785,9751,7739,7002,5217,5014,3377,2802,2064,8554,8998,10574,10446,10132,9486,9535,9659,9372,9398,7387,7160,5242,4941,3154,2435,1592,16924,17690,20703,20819,20603,20552,21118,20817,19157,19149,15126,14162,10459,9955,6531,5237,3656
2022,BGD,Bangladesh,BD,Khulna,BD40,Bagerhat,BD4001,Chitalmari,BD400114,67425,63123,130548,5322,5709,6103,4932,4714,4904,5028,4818,4481,4392,3655,3536,2906,2748,1643,1435,1099,5515,5991,6437,5467,4465,4057,4023,4039,3998,3926,3145,3251,2657,2469,1555,1303,825,10837,11700,12540,10399,9179,8961,9051,8857,8479,8318,6800,6787,5563,5217,3198,2738,1924
2022,BGD,Bangladesh,BD,Khulna,BD40,Bagerhat,BD4001,Fakirhat,BD400134,68650,65694,134344,4439,4374,5149,5245,5436,5587,5785,5705,4975,5028,3829,3679,2699,2606,1751,1283,1080,4608,4556,5353,5556,5128,5082,5043,4943,4736,4788,3716,3610,2608,2393,1473,1296,805,9047,8930,10502,10801,10564,10669,10828,10648,9711,9816,7545,7289,5307,4999,3224,2579,1885
2022,BGD,Bangladesh,BD,Khulna,BD40,Bagerhat,BD4001,Kachua,BD400138,46638,42224,88862,3153,3305,3545,3258,3321,3444,3659,3613,3473,3324,2739,2648,1999,1820,1316,1151,870,3171,3410,3572,3408,2969,2803,2948,2988,2793,3031,2432,2390,1769,1691,1243,946,660,6324,6715,7117,6666,6290,6247,6607,6601,6266,6355,5171,5038,3768,3511,2559,2097,1530
2022,BGD,Bangladesh,BD,Khulna,BD40,Bagerhat,BD4001,Mollahat,BD400156,66709,62539,129248,5506,5876,6454,5308,5063,4774,4914,4491,4446,4132,3787,3052,2581,2394,1592,1332,1007,5475,6102,6654,5969,4872,4107,3960,3679,3613,3769,3187,2962,2498,2402,1356,1176,758,10981,11978,13108,11277,9935,8881,8874,8170,8059,7901,6974,6014,5079,4796,2948,2508,1765
2022,BGD,Bangladesh,BD,Khulna,BD40,Bagerhat,BD4001,Mongla,BD400158,57378,60177,117555,3446,3733,4843,4402,4292,4843,5107,5043,4265,4157,3066,2739,2294,1830,1399,1022,897,3623,3779,5063,4409,4773,4953,5080,5024,4761,4523,3554,3235,2300,1998,1386,1008,708,7069,7512,9906,8811,9065,9796,10187,10067,9026,8680,6620,5974,4594,3828,2785,2030,1605
2022,BGD,Bangladesh,BD,Khulna,BD40,Bagerhat,BD4001,Morrelganj,BD400160,122398,108462,230860,8878,9529,10193,8187,8428,9164,9966,9312,8510,8394,7601,6505,5401,4456,3366,2441,2067,9152,9736,10129,7788,6972,6882,7298,7398,7206,7032,5950,5746,5219,4610,3245,2380,1719,18030,19265,20322,15975,15400,16046,17264,16710,15716,15426,13551,12251,10620,9066,6611,4821,3786
2022,BGD,Bangladesh,BD,Khulna,BD40,Bagerhat,BD4001,Rampal,BD400173,64876,60669,125545,3827,4076,4749,4380,4813,5214,5592,5353,4858,4740,3775,3611,2763,2698,1753,1534,1140,4101,4203,5069,4521,4215,4350,4522,4576,4618,4538,3619,3437,2440,2425,1761,1362,912,7928,8279,9818,8901,9028,9564,10114,9929,9476,9278,7394,7048,5203,5123,3514,2896,2052
2022,BGD,Bangladesh,BD,Khulna,BD40,Bagerhat,BD4001,Sarankhola,BD400177,57965,60511,118476,4355,4878,5141,4185,4239,4565,4462,4336,3813,3980,3414,2936,2418,1868,1492,943,940,4679,4860,5337,4302,4560,4891,5333,4937,4592,3690,3015,2657,2282,1973,1521,1044,838,9034,9738,10478,8487,8799,9456,9795,9273,8405,7670,6429,5593,4700,3841,3013,1987,1778
2022,BGD,Bangladesh,BD,Khulna,BD40,Chuadanga,BD4018,Alamdanga,BD401807,192079,180095,372174,12598,13008,13553,12355,15315,17195,17472,16418,14670,13238,11037,9468,7619,6791,4859,3599,2884,13088,13075,14738,14016,13478,15143,15540,14694,13649,12586,10692,8805,6739,5365,4089,2517,1881,25686,26083,28291,26371,28793,32338,33012,31112,28319,25824,21729,18273,14358,12156,8948,6116,4765
2022,BGD,Bangladesh,BD,Khulna,BD40,Chuadanga,BD4018,Chuadanga Sadar,BD401823,175275,164675,339950,11784,11761,13292,13399,14473,15289,15690,15119,13177,12120,9472,7984,6411,5661,4007,2996,2640,12293,11987,14215,14267,13610,14113,13502,13033,12204,11543,9441,7628,5590,4229,3383,2040,1597,24077,23748,27507,27666,28083,29402,29192,28152,25381,23663,18913,15612,12001,9890,7390,5036,4237
2022,BGD,Bangladesh,BD,Khulna,BD40,Chuadanga,BD4018,Damurhuda,BD401831,161759,154309,316068,11368,11560,12950,12151,13893,14548,14854,13716,12006,10630,8574,7150,5611,4748,3565,2434,2001,11881,11734,13818,13410,13236,13115,12913,12278,11508,10040,8612,6895,5060,3663,3003,1837,1306,23249,23294,26768,25561,27129,27663,27767,25994,23514,20670,17186,14045,10671,8411,6568,4271,3307
2022,BGD,Bangladesh,BD,Khulna,BD40,Chuadanga,BD4018,Jiban Nagar,BD401855,96649,91538,188187,6745,6788,7953,7720,7888,8575,8408,7885,6869,6473,4938,4476,3375,3236,2287,1571,1462,7049,6748,8192,8218,7390,7873,7613,7052,6742,5815,5059,3990,3015,2588,1962,1319,913,13794,13536,16145,15938,15278,16448,16021,14937,13611,12288,9997,8466,6390,5824,4249,2890,2375
2022,BGD,Bangladesh,BD,Khulna,BD40,Jessore,BD4041,Abhaynagar,BD404104,146291,139035,285326,9709,9882,10836,10874,11796,12329,12422,12317,10779,11121,8394,7709,5302,4838,3284,2647,2052,10266,10325,11494,11269,10929,11141,11046,10999,9854,10150,8051,7359,5089,4366,2891,2237,1569,19975,20207,22330,22143,22725,23470,23468,23316,20633,21271,16445,15068,10391,9204,6175,4884,3621
2022,BGD,Bangladesh,BD,Khulna,BD40,Jessore,BD4041,Bagher Para,BD404109,120226,111139,231365,8318,8441,9435,8818,9563,10239,9946,9466,8101,8207,6480,6369,4425,4611,2895,2668,2244,8575,8568,9984,9234,8438,8503,8417,8151,7498,7579,5985,5599,4254,4021,2617,2108,1608,16893,17009,19419,18052,18001,18742,18363,17617,15599,15786,12465,11968,8679,8632,5512,4776,3852
2022,BGD,Bangladesh,BD,Khulna,BD40,Jessore,BD4041,Chaugachha,BD404111,124620,118474,243094,8693,8821,9597,9298,10577,11040,10867,10211,8841,8545,6832,5953,4407,3892,2905,2271,1870,9141,9106,10171,9986,9538,9824,9161,8869,8226,8208,6678,5721,4492,3677,2712,1730,1234,17834,17927,19768,19284,20115,20864,20028,19080,17067,16753,13510,11674,8899,7569,5617,4001,3104
2022,BGD,Bangladesh,BD,Khulna,BD40,Jessore,BD4041,Jhikargachha,BD404123,164847,151351,316198,11259,11201,12620,12843,14112,14253,14045,14523,12111,11931,8876,7729,5759,5053,3561,2756,2215,11596,11546,13081,12956,12080,11988,11285,11117,10629,11107,9108,7707,5779,4387,3271,2109,1605,22855,22747,25701,25799,26192,26241,25330,25640,22740,23038,17984,15436,11538,9440,6832,4865,3820
2022,BGD,Bangladesh,BD,Khulna,BD40,Jessore,BD4041,Keshabpur,BD404138,140510,131767,272277,9290,9624,10318,9944,11211,11678,12273,11968,10003,9968,7602,7131,5524,5760,3630,2747,1839,9562,10103,11189,10351,10040,10274,10055,10635,9707,9521,7321,6797,4781,4555,3045,2329,1502,18852,19727,21507,20295,21251,21952,22328,22603,19710,19489,14923,13928,10305,10315,6675,5076,3341
2022,BGD,Bangladesh,BD,Khulna,BD40,Jessore,BD4041,Kotwali,BD404147,412406,414258,826664,28276,28140,32472,35031,38936,36647,35745,33608,29444,28042,21249,18828,13490,12217,8521,6142,5618,29189,28882,33689,38468,42230,36640,33237,32500,29321,27625,21961,18835,13440,11608,7416,5275,3942,57465,57022,66161,73499,81166,73287,68982,66108,58765,55667,43210,37663,26930,23825,15937,11417,9560
2022,BGD,Bangladesh,BD,Khulna,BD40,Jessore,BD4041,Manirampur,BD404161,227156,209272,436428,15073,15343,17233,16759,17055,18329,19299,18908,16982,16501,12951,11621,8699,8484,5801,4338,3780,15644,15629,17725,17288,15395,15733,15267,15506,15307,15075,12853,10915,8139,7079,5277,3534,2906,30717,30972,34958,34047,32450,34062,34566,34414,32289,31576,25804,22536,16838,15563,11078,7872,6686
2022,BGD,Bangladesh,BD,Khulna,BD40,Jessore,BD4041,Sharsha,BD404190,185505,175360,360865,13315,12503,14481,15924,16954,16477,15562,15585,13015,12562,9602,8452,6410,5659,3755,2905,2344,13879,12671,15013,15578,15625,15566,13740,13615,11950,11474,9615,8066,6091,4867,3555,2440,1615,27194,25174,29494,31502,32579,32043,29302,29200,24965,24036,19217,16518,12501,10526,7310,5345,3959
2022,BGD,Bangladesh,BD,Khulna,BD40,Jhenaidah,BD4044,Harinakunda,BD404414,112230,106107,218337,7622,8074,8512,7069,8540,9321,10025,9332,8217,7758,6691,5858,4715,3876,2778,1935,1907,7872,8159,8898,8253,7968,8575,8533,8371,7821,7185,6484,4944,4408,3449,2510,1469,1208,15494,16233,17410,15322,16508,17896,18558,17703,16038,14943,13175,10802,9123,7325,5288,3404,3115
2022,BGD,Bangladesh,BD,Khulna,BD40,Jhenaidah,BD4044,Jhenaidah Sadar,BD404419,261342,247261,508603,17807,18101,20033,19482,21626,23078,22924,22022,18789,17712,14182,12220,9713,9031,5941,4547,4134,18258,18371,21262,21409,21031,20716,19969,18695,17517,16740,13700,11714,8989,7432,5171,3541,2746,36065,36472,41295,40891,42657,43794,42893,40717,36306,34452,27882,23934,18702,16463,11112,8088,6880
2022,BGD,Bangladesh,BD,Khulna,BD40,Jhenaidah,BD4044,Kaliganj,BD404433,155432,147974,303406,10899,10985,12207,11469,13037,13898,13778,12799,11087,10733,8452,7395,5363,5007,3460,2584,2279,11033,11170,12403,12235,11701,12461,11946,11264,10692,10196,8589,7294,5504,4440,3112,2295,1639,21932,22155,24610,23704,24738,26359,25724,24063,21779,20929,17041,14689,10867,9447,6572,4879,3918
2022,BGD,Bangladesh,BD,Khulna,BD40,Jhenaidah,BD4044,Kotchandpur,BD404442,73811,69965,143776,5084,5114,5573,5569,6228,6568,6712,6289,5498,4948,3916,3348,2661,2224,1714,1285,1080,5178,5283,5899,5795,5558,5787,5781,5457,5441,4770,4069,3262,2511,2023,1501,873,777,10262,10397,11472,11364,11786,12355,12493,11746,10939,9718,7985,6610,5172,4247,3215,2158,1857
2022,BGD,Bangladesh,BD,Khulna,BD40,Jhenaidah,BD4044,Maheshpur,BD404471,184099,174578,358677,12873,13402,15808,13989,16041,16329,16069,14754,12973,11915,9758,8146,6393,5795,4222,2874,2758,13234,13628,16124,15643,15110,15389,14464,13012,12000,10836,9345,7387,5884,4863,3574,2227,1858,26107,27030,31932,29632,31151,31718,30533,27766,24973,22751,19103,15533,12277,10658,7796,5101,4616
2022,BGD,Bangladesh,BD,Khulna,BD40,Jhenaidah,BD4044,Shailkupa,BD404480,194822,182731,377553,13805,14220,13921,13221,15201,15862,16016,15076,14549,13579,11709,9964,7998,7075,5197,3881,3548,14076,14240,14741,15081,15284,14183,13980,12849,12618,12236,10687,9069,7566,6388,4398,3102,2233,27881,28460,28662,28302,30485,30045,29996,27925,27167,25815,22396,19033,15564,13463,9595,6983,5781
2022,BGD,Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Batiaghata,BD404712,104009,99461,203470,6740,6731,7152,7120,8620,8449,8901,8045,7786,7819,5787,5438,3953,4136,2841,2559,1932,7066,6872,8000,7652,8419,7629,7865,7234,7009,7018,5630,5459,3974,3678,2479,2055,1422,13806,13603,15152,14772,17039,16078,16766,15279,14795,14837,11417,10897,7927,7814,5320,4614,3354
2022,BGD,Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Dacope,BD404717,71890,67301,139191,4045,4315,5229,5051,5723,5589,6168,5595,5368,5588,4349,4144,2752,3039,1923,1832,1180,4115,4351,5501,5457,5466,5419,5499,5016,4630,4829,3856,4086,2645,2668,1524,1357,882,8160,8666,10730,10508,11189,11008,11667,10611,9998,10417,8205,8230,5397,5707,3447,3189,2062
2022,BGD,Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Daulatpur,BD404721,49336,51365,100701,2909,2970,3714,4539,5330,4438,4035,4090,3610,3612,2551,2245,1616,1449,912,754,562,3083,3318,3994,4975,6851,4504,3815,3750,3338,3404,2710,2469,1729,1431,928,663,403,5992,6288,7708,9514,12181,8942,7850,7840,6948,7016,5261,4714,3345,2880,1840,1417,965
2022,BGD,Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Dumuria,BD404730,165168,154700,319868,10542,10739,11319,11129,12981,13618,14087,13267,11681,12106,9396,9399,6508,7150,4379,4114,2753,11046,10984,12034,11495,12128,12337,12404,12353,11193,11198,8438,8758,5752,5879,3576,3123,2002,21588,21723,23353,22624,25109,25955,26491,25620,22874,23304,17834,18157,12260,13029,7955,7237,4755
2022,BGD,Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Dighalia,BD404740,52139,52247,104386,3793,3848,4530,4550,4489,4177,4096,4110,3712,3588,2656,2553,1825,1577,1052,905,678,3908,3932,4758,5023,4741,4220,3925,3479,3619,3720,2804,2690,1881,1491,944,654,458,7701,7780,9288,9573,9230,8397,8021,7589,7331,7308,5460,5243,3706,3068,1996,1559,1136
2022,BGD,Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Khalishpur,BD404745,50277,55624,105901,3173,3160,3966,4977,4870,4583,4499,4271,3794,3497,2450,2119,1493,1437,858,675,455,3331,3288,4625,6400,5760,4958,4307,4160,3966,3986,3168,2865,1679,1409,821,556,345,6504,6448,8591,11377,10630,9541,8806,8431,7760,7483,5618,4984,3172,2846,1679,1231,800
2022,BGD,Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Khan Jahan Ali,BD404748,26537,29489,56026,1797,1742,2133,2442,2476,2360,2347,2301,1967,1869,1329,1143,764,728,459,372,308,1849,1795,2300,3087,4006,2302,2136,2111,1934,2019,1651,1512,988,853,418,310,218,3646,3537,4433,5529,6482,4662,4483,4412,3901,3888,2980,2655,1752,1581,877,682,526
2022,BGD,Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Khulna Sadar,BD404751,93041,95184,188225,5735,5715,7124,8464,8864,8505,8465,8147,7172,6630,4953,3989,2718,2578,1702,1312,968,5935,5839,7407,8905,10572,8374,7913,7490,6890,6889,5373,4812,3078,2400,1562,1034,711,11670,11554,14531,17369,19436,16879,16378,15637,14062,13519,10326,8801,5796,4978,3264,2346,1679
2022,BGD,Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Koyra,BD404753,97025,88397,185422,6598,7293,7819,7135,8118,7946,8170,7392,6932,6754,5362,5045,3468,3558,2187,1932,1316,6954,7599,8193,6954,6719,6661,6839,6248,5719,5729,4654,4593,3371,3302,1952,1808,1102,13552,14892,16012,14089,14837,14607,15009,13640,12651,12483,10016,9638,6839,6860,4139,3740,2418
2022,BGD,Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Paikgachha,BD404764,121477,113581,235058,7532,7774,8715,8894,9943,9791,10585,9730,9065,8614,6848,6445,4732,4863,3252,2847,1847,7906,7947,9226,9150,9167,8868,9323,8567,8394,7853,6230,6059,4104,4058,2808,2314,1607,15438,15721,17941,18044,19110,18659,19908,18297,17459,16467,13078,12504,8836,8921,6060,5161,3454
2022,BGD,Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Phultala,BD404769,45250,42343,87593,2983,3036,3345,3370,3892,4013,3745,3702,3100,3462,2468,2480,1598,1641,940,848,627,3084,3133,3644,3470,3509,3615,3340,3384,2876,2965,2193,2217,1595,1384,845,640,449,6067,6169,6989,6840,7401,7628,7085,7086,5976,6427,4661,4697,3193,3025,1785,1488,1076
2022,BGD,Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Rupsa,BD404775,93568,90237,183805,6598,6631,7718,8345,8432,8203,7668,7436,6253,6372,5015,4260,3223,2920,1889,1445,1160,6835,6708,8082,7955,8218,7776,7264,6926,6022,5734,4490,4165,3155,2853,1823,1413,818,13433,13339,15800,16300,16650,15979,14932,14362,12275,12106,9505,8425,6378,5773,3712,2858,1978
2022,BGD,Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Sonadanga,BD404785,77545,77085,154630,4890,4808,6146,7261,7771,7312,7081,6521,5692,5378,4049,3436,2248,1871,1378,973,730,5054,5085,6231,7359,7917,6709,6681,6246,5464,5240,4039,3820,2650,2039,1288,734,529,9944,9893,12377,14620,15688,14021,13762,12767,11156,10618,8088,7256,4898,3910,2666,1707,1259
2022,BGD,Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Terokhada,BD404794,60599,56895,117494,5264,5612,5204,4245,4602,4701,4615,4007,3977,3636,3437,3245,2594,2237,1365,1109,749,5384,5873,5593,4670,4207,4051,4034,3631,3505,3382,2768,2597,2215,2074,1274,1042,595,10648,11485,10797,8915,8809,8752,8649,7638,7482,7018,6205,5842,4809,4311,2639,2151,1344
2022,BGD,Bangladesh,BD,Khulna,BD40,Kushtia,BD4050,Bheramara,BD405015,114303,105069,219372,8041,8186,9082,8555,9401,9768,10052,9132,8287,7816,6620,5309,4475,3457,2761,1764,1597,8090,8359,9327,9129,8614,8626,8584,7917,7467,6468,5985,5032,4047,2791,2183,1303,1147,16131,16545,18409,17684,18015,18394,18636,17049,15754,14284,12605,10341,8522,6248,4944,3067,2744
2022,BGD,Bangladesh,BD,Khulna,BD40,Kushtia,BD4050,Daulatpur,BD405039,230785,215898,446683,16418,17032,17553,15543,19103,19744,20070,17993,17336,15656,14103,10755,9216,7316,5785,3860,3302,16791,17280,18978,18032,17469,17457,17775,15883,15295,13235,13054,10048,8681,5814,4880,2847,2379,33209,34312,36531,33575,36572,37201,37845,33876,32631,28891,27157,20803,17897,13130,10665,6707,5681
2022,BGD,Bangladesh,BD,Khulna,BD40,Kushtia,BD4050,Khoksa,BD405063,73281,68160,141441,5450,5762,5601,4867,5699,6191,6015,5513,5142,5118,4250,3840,2729,2483,1915,1457,1249,5671,5778,6067,5338,5042,5426,5317,4579,4592,4272,3935,3388,2820,2390,1614,1080,851,11121,11540,11668,10205,10741,11617,11332,10092,9734,9390,8185,7228,5549,4873,3529,2537,2100
2022,BGD,Bangladesh,BD,Khulna,BD40,Kushtia,BD4050,Kumarkhali,BD405071,179867,167687,347554,13264,13667,14274,12577,14306,15150,14967,13952,12672,12246,10258,8779,7222,5986,4483,3226,2838,13970,13891,14638,13981,12885,13318,13097,11920,11502,10344,9581,8108,6891,5299,3911,2462,1889,27234,27558,28912,26558,27191,28468,28064,25872,24174,22590,19839,16887,14113,11285,8394,5688,4727
2022,BGD,Bangladesh,BD,Khulna,BD40,Kushtia,BD4050,Kushtia Sadar,BD405079,293147,282423,575570,19282,19460,21122,22190,24889,25968,25869,24255,22655,21097,16941,14083,10824,9268,6516,4660,4068,20050,19940,22370,24922,25690,24139,23286,21585,20589,19102,16633,14296,10669,7753,5504,3345,2550,39332,39400,43492,47112,50579,50107,49155,45840,43244,40199,33574,28379,21493,17021,12020,8005,6618
2022,BGD,Bangladesh,BD,Khulna,BD40,Kushtia,BD4050,Mirpur,BD405094,189432,179239,368671,12884,12980,13316,12608,15611,17237,17036,15905,14640,13180,10816,9185,7663,5920,4680,2993,2778,13301,13172,13935,14401,14936,15842,15647,14219,13437,12144,10682,7994,6918,4761,3800,2108,1942,26185,26152,27251,27009,30547,33079,32683,30124,28077,25324,21498,17179,14581,10681,8480,5101,4720
2022,BGD,Bangladesh,BD,Khulna,BD40,Magura,BD4055,Magura Sadar,BD405557,217624,202267,419891,16155,16547,17754,15393,17290,18072,18445,16929,15583,14678,12278,10325,7890,7296,5252,4295,3442,16815,17316,18823,16998,15637,15649,15587,14652,13823,13344,11061,9814,7408,6163,4034,3086,2057,32970,33863,36577,32391,32927,33721,34032,31581,29406,28022,23339,20139,15298,13459,9286,7381,5499
2022,BGD,Bangladesh,BD,Khulna,BD40,Magura,BD4055,Mohammadpur,BD405566,115598,104011,219609,9390,10156,10255,8294,8521,8915,8818,8370,7739,7542,6316,5705,4253,4399,2585,2442,1898,9832,10737,10825,8934,7084,7147,6843,6658,6603,6428,5401,5082,3919,3748,1965,1713,1092,19222,20893,21080,17228,15605,16062,15661,15028,14342,13970,11717,10787,8172,8147,4550,4155,2990
2022,BGD,Bangladesh,BD,Khulna,BD40,Magura,BD4055,Shalikha,BD405585,90390,83678,174068,6324,6670,7028,6094,6583,7421,7425,7146,6507,6434,5280,4681,3488,3346,2354,1968,1641,6609,6974,7664,6580,6157,6294,6097,6197,5728,5706,4813,4240,3336,2914,1798,1537,1034,12933,13644,14692,12674,12740,13715,13522,13343,12235,12140,10093,8921,6824,6260,4152,3505,2675
