year,ISO3,ADM0_NAME,ADM0_PCODE,ADM1_NAME,ADM1_PCODE,ADM2_NAME,ADM2_PCODE,ADM3_NAME,ADM3_PCODE,F_TL,M_TL,T_TL,F_00_04,F_05_09,F_10_14,F_15_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65_69,F_70_74,F_75_79,F_80Plus,M_00_04,M_05_09,M_10_14,M_15_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65_69,M_70_74,M_75_79,M_80Plus,T_00_04,T_05_09,T_10_14,T_15_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65_69,T_70_74,T_75_79,T_80Plus
2022,BGD,Bangladesh,BD,Chittagong,BD20,Noakhali,BD2075,Hatiya,BD207536,302940,284759,587699,36857,35755,28303,25349,25671,25620,23081,19532,16402,14029,14015,10734,9681,6350,5392,2947,3222,37704,36772,29793,23764,19990,21482,19685,18614,16160,11986,11995,8960,9902,6314,5887,2720,3031,74561,72527,58096,49113,45661,47102,42766,38146,32562,26015,26010,19694,19583,12664,11279,5667,6253
2022,BGD,Bangladesh,BD,Chittagong,BD20,Noakhali,BD2075,Kabirhat,BD207547,139046,115532,254578,13019,13570,14015,13182,11136,10394,9290,8915,8136,8216,6904,5659,5147,3926,3297,2158,2082,13566,14330,13602,11479,8771,7341,6381,6198,5489,5328,4870,4423,4142,3592,2694,1814,1512,26585,27900,27617,24661,19907,17735,15671,15113,13625,13544,11774,10082,9289,7518,5991,3972,3594
2022,BGD,Bangladesh,BD,Chittagong,BD20,Noakhali,BD2075,Senbagh,BD207580,152479,127684,280163,12266,12723,14285,15606,12441,11521,10401,10028,9485,9304,8172,7023,5698,4634,3679,2578,2635,12775,12972,13772,13420,10867,8944,7484,7084,6361,6275,5615,5347,4935,4595,3238,2158,1842,25041,25695,28057,29026,23308,20465,17885,17112,15846,15579,13787,12370,10633,9229,6917,4736,4477
2022,BGD,Bangladesh,BD,Chittagong,BD20,Noakhali,BD2075,Sonaimuri,BD207583,201268,158720,359988,16610,16983,19434,21004,16826,14692,13733,13107,12293,11713,10431,8465,7820,5896,5084,3370,3807,16921,17396,18956,17756,13424,9798,7979,7652,7263,7124,6772,6649,5982,5592,3976,2845,2635,33531,34379,38390,38760,30250,24490,21712,20759,19556,18837,17203,15114,13802,11488,9060,6215,6442
2022,BGD,Bangladesh,BD,Chittagong,BD20,Noakhali,BD2075,Subarnachar,BD207585,193067,181170,374237,23323,23387,19192,15932,16053,15739,13988,11777,9586,8776,8833,6932,6513,4685,3715,2355,2281,24565,24190,19723,16199,13268,13697,11902,11050,9091,7145,6795,5249,6028,4337,3684,2125,2122,47888,47577,38915,32131,29321,29436,25890,22827,18677,15921,15628,12181,12541,9022,7399,4480,4403
2022,BGD,Bangladesh,BD,Chittagong,BD20,Noakhali,BD2075,Noakhali Sadar (Sudharam),BD207587,362039,317784,679823,34770,36048,35425,35186,30616,28510,26208,24238,21256,20610,16693,14057,12029,9185,7202,5043,4963,35844,37222,35892,33068,26727,21483,18537,18264,15995,15339,13515,12300,10549,8855,6281,4215,3698,70614,73270,71317,68254,57343,49993,44745,42502,37251,35949,30208,26357,22578,18040,13483,9258,8661
2022,BGD,Bangladesh,BD,Chittagong,BD20,Rangamati,BD2084,Baghai Chhari,BD208407,56877,59294,116171,5208,5345,5155,4342,4610,4853,4475,4125,3403,3617,2811,2833,1813,1843,1005,938,501,5305,5836,5656,4872,4898,5110,4857,4266,3560,3318,2760,2782,1839,1791,1167,785,492,10513,11181,10811,9214,9508,9963,9332,8391,6963,6935,5571,5615,3652,3634,2172,1723,993
2022,BGD,Bangladesh,BD,Chittagong,BD20,Rangamati,BD2084,Barkal,BD208421,25837,29109,54946,2453,2557,2250,1893,2153,2266,2072,1842,1621,1791,1210,1232,726,834,412,326,199,2656,2846,2540,2211,2645,2726,2386,2218,1680,1687,1376,1440,806,871,483,366,172,5109,5403,4790,4104,4798,4992,4458,4060,3301,3478,2586,2672,1532,1705,895,692,371
2022,BGD,Bangladesh,BD,Chittagong,BD20,Rangamati,BD2084,Kawkhali (Betbunia),BD208425,35655,35835,71490,3285,3154,3135,2862,3087,3008,2915,2620,2439,2398,1902,1648,999,924,556,434,289,3405,3260,3252,3204,3432,3163,2913,2698,2048,2078,1679,1618,1061,843,496,431,254,6690,6414,6387,6066,6519,6171,5828,5318,4487,4476,3581,3266,2060,1767,1052,865,543
2022,BGD,Bangladesh,BD,Chittagong,BD20,Rangamati,BD2084,Belai Chhari,BD208429,15522,17043,32565,1551,1623,1253,1239,1346,1325,1183,1088,942,1091,748,771,430,463,236,121,112,1632,1739,1426,1330,1599,1603,1352,1269,899,992,822,809,540,473,267,186,105,3183,3362,2679,2569,2945,2928,2535,2357,1841,2083,1570,1580,970,936,503,307,217
2022,BGD,Bangladesh,BD,Chittagong,BD20,Rangamati,BD2084,Kaptai,BD208436,23970,26535,50505,1867,1917,2076,2308,2080,1951,1964,2032,1743,1733,1119,1010,732,589,407,242,200,1947,2078,2170,2691,2530,2161,1986,2090,1795,1855,1664,1375,828,614,354,252,145,3814,3995,4246,4999,4610,4112,3950,4122,3538,3588,2783,2385,1560,1203,761,494,345
2022,BGD,Bangladesh,BD,Chittagong,BD20,Rangamati,BD2084,Jurai Chhari,BD208447,16026,17685,33711,1436,1618,1320,1180,1313,1515,1376,1111,963,1057,710,832,468,482,262,235,148,1491,1656,1449,1409,1674,1747,1581,1502,956,1068,806,748,493,470,282,207,146,2927,3274,2769,2589,2987,3262,2957,2613,1919,2125,1516,1580,961,952,544,442,294
2022,BGD,Bangladesh,BD,Chittagong,BD20,Rangamati,BD2084,Langadu,BD208458,46544,48133,94677,4937,5284,4601,3155,3906,3792,3481,3021,2713,2695,2350,1901,1553,1244,850,500,561,5113,5332,4876,4032,4119,4113,3390,3413,2573,2422,2002,1889,1438,1285,1004,592,540,10050,10616,9477,7187,8025,7905,6871,6434,5286,5117,4352,3790,2991,2529,1854,1092,1101
2022,BGD,Bangladesh,BD,Chittagong,BD20,Rangamati,BD2084,Naniarchar,BD208475,23191,23417,46608,1946,2031,1864,1729,1802,1980,2042,1599,1478,1559,1258,1343,747,757,443,377,236,2022,2141,2001,1877,1959,2061,1991,1885,1368,1376,1124,1136,781,701,405,384,205,3968,4172,3865,3606,3761,4041,4033,3484,2846,2935,2382,2479,1528,1458,848,761,441
2022,BGD,Bangladesh,BD,Chittagong,BD20,Rangamati,BD2084,Rajasthali,BD208478,14293,14711,29004,1143,1186,1318,1114,1045,1134,1172,1108,994,1044,796,744,509,399,280,197,110,1242,1323,1417,1201,1193,1218,1142,1105,914,976,786,788,532,355,233,177,109,2385,2509,2735,2315,2238,2352,2314,2213,1908,2020,1582,1532,1041,754,513,374,219
2022,BGD,Bangladesh,BD,Chittagong,BD20,Rangamati,BD2084,Rangamati Sadar,BD208487,72926,79645,152571,5084,5607,6469,6998,6666,6947,6619,5775,4691,4864,3342,3237,2004,1917,1090,995,621,5481,6051,7013,8009,8065,7667,7098,6601,5111,4943,3826,3534,2157,1854,1016,760,459,10565,11658,13482,15007,14731,14614,13717,12376,9802,9807,7168,6771,4161,3771,2106,1755,1080
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Adabor,BD302602,144424,166078,310502,11110,9692,11574,15908,17877,16147,13553,11243,8816,7962,6762,5360,3242,2304,1287,964,623,11732,10269,10663,14763,20728,21882,18637,14828,11153,8528,6953,5922,4178,2791,1613,940,498,22842,19961,22237,30671,38605,38029,32190,26071,19969,16490,13715,11282,7420,5095,2900,1904,1121
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Badda,BD302604,439970,572446,1012416,35300,31473,34178,47950,57148,54435,42527,35044,26401,22267,17036,12445,8822,6235,4060,2588,2061,36584,32511,35144,55213,83375,78524,66452,52585,38326,29358,21760,15634,11275,7046,4573,2408,1678,71884,63984,69322,103163,140523,132959,108979,87629,64727,51625,38796,28079,20097,13281,8633,4996,3739
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Bangshal,BD302605,62800,111000,173800,4356,3877,4642,6113,6629,6381,5883,5235,4642,4161,3241,2220,1850,1404,1006,653,507,4710,4221,7741,14837,19723,14246,10479,8646,6928,5951,4437,3530,2368,1451,921,517,294,9066,8098,12383,20950,26352,20627,16362,13881,11570,10112,7678,5750,4218,2855,1927,1170,801
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Biman Bandar,BD302606,9620,13315,22935,426,451,744,974,1273,954,721,875,855,884,467,365,202,186,114,66,63,492,597,862,1031,1947,2073,1112,894,892,854,867,847,343,202,155,104,43,918,1048,1606,2005,3220,3027,1833,1769,1747,1738,1334,1212,545,388,269,170,106
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Cantonment,BD302608,61566,80702,142268,3975,3874,5636,6262,5694,5857,6399,5594,4575,3816,3134,2548,1424,1162,678,582,356,4164,3955,5006,6719,11700,9708,8294,8456,6333,5075,3515,3201,1817,1404,631,480,244,8139,7829,10642,12981,17394,15565,14693,14050,10908,8891,6649,5749,3241,2566,1309,1062,600
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Chak Bazar,BD302609,83585,152432,236017,5779,5522,6957,8752,8916,8393,7990,6946,6163,5219,4218,2903,2115,1517,1026,640,529,6046,6052,9459,17993,25092,20689,15853,12897,10624,8355,6955,5119,3113,1970,1235,612,368,11825,11574,16416,26745,34008,29082,23843,19843,16787,13574,11173,8022,5228,3487,2261,1252,897
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Dakshinkhan,BD302610,176065,202861,378926,14447,12813,13571,19063,23110,21864,16890,13635,10607,9170,6933,4892,3310,2439,1514,1029,778,14708,12960,13836,17814,25051,26203,23241,18474,13914,10830,8285,6624,4568,3042,1697,986,628,29155,25773,27407,36877,48161,48067,40131,32109,24521,20000,15218,11516,7878,5481,3211,2015,1406
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Darus Salam,BD302611,99888,120744,220632,7659,6922,7722,11465,13195,11669,9258,7896,6368,5472,4073,2824,2127,1225,969,570,474,8012,7398,8084,11419,16049,15365,13188,10955,8346,6577,5158,3743,2780,1701,1071,547,351,15671,14320,15806,22884,29244,27034,22446,18851,14714,12049,9231,6567,4907,2926,2040,1117,825
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Demra,BD302612,164454,189878,354332,13610,12884,14003,17334,18608,17191,14697,13265,11049,9196,7208,4982,3807,2475,1827,1154,1164,14587,13486,15779,18559,20750,19224,17480,15430,13573,11575,9582,7429,5211,3227,2098,1061,827,28197,26370,29782,35893,39358,36415,32177,28695,24622,20771,16790,12411,9018,5702,3925,2215,1991
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Dhamrai,BD302614,240673,228702,469375,16390,16626,16657,16618,20158,21596,21086,19661,17372,17058,14624,11404,9624,7700,5927,4055,4117,16831,17245,17994,18458,19516,19453,18628,17823,15784,14935,13473,11067,9478,6840,5281,3102,2794,33221,33871,34651,35076,39674,41049,39714,37484,33156,31993,28097,22471,19102,14540,11208,7157,6911
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Dhanmondi,BD302616,84293,95377,179670,3700,3670,6865,9363,8374,7333,7021,6810,6655,6772,5312,4666,2461,2175,1136,1292,688,3772,3746,5101,9194,16106,11129,8262,6745,6142,6134,5430,5665,3007,2439,1113,896,496,7472,7416,11966,18557,24480,18462,15283,13555,12797,12906,10742,10331,5468,4614,2249,2188,1184
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Dohar,BD302618,140526,118446,258972,10788,10495,11470,11543,11656,11793,11251,10146,9542,8758,8236,6320,5962,4171,3668,2191,2536,11369,10673,11578,10752,10109,8314,7414,7345,6593,6153,6035,5257,5244,4254,3444,2096,1816,22157,21168,23048,22295,21765,20107,18665,17491,16135,14911,14271,11577,11206,8425,7112,4287,4352
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Gendaria,BD302624,58401,70782,129183,3986,3659,4202,5234,5703,6028,5524,4860,4475,3913,3143,2562,1768,1301,932,607,504,4236,3817,5038,6927,9398,7347,6525,5882,5088,4453,3666,3166,2173,1354,917,479,316,8222,7476,9240,12161,15101,13375,12049,10742,9563,8366,6809,5728,3941,2655,1849,1086,820
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Gulshan,BD302626,147386,181728,329114,8874,8176,11226,16463,16912,15103,13662,12557,10525,9576,7627,6195,3744,2842,1650,1406,848,9262,8532,9684,15862,26326,23846,19257,15778,12749,11105,8946,7821,5057,3579,1983,1238,703,18136,16708,20910,32325,43238,38949,32919,28335,23274,20681,16573,14016,8801,6421,3633,2644,1551
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Hazaribagh,BD302628,123141,144719,267860,9843,8857,9624,12580,14183,13114,11500,10009,8374,7117,5613,3961,3043,1964,1621,934,804,10156,9304,10804,14219,17472,15907,14221,12616,10518,8346,6941,5061,3862,2239,1616,896,541,19999,18161,20428,26799,31655,29021,25721,22625,18892,15463,12554,9022,6905,4203,3237,1830,1345
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Jatrabari,BD302629,310358,382934,693292,26002,24115,25961,31401,34749,34316,29296,25090,20950,17696,13225,9463,6663,4436,3203,1942,1850,27285,25229,28692,37456,46243,42318,38664,33943,27352,21891,17932,13563,9670,5830,3649,1952,1265,53287,49344,54653,68857,80992,76634,67960,59033,48302,39587,31157,23026,16333,10266,6852,3894,3115
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Kafrul,BD302630,249903,282013,531916,17222,16364,19482,29634,31632,28816,23828,20083,16544,13967,10697,8148,4876,3682,2212,1593,1123,17406,16707,19230,27233,38469,35403,29861,24597,19152,15861,12386,9787,6724,4485,2452,1398,862,34628,33071,38712,56867,70101,64219,53689,44680,35696,29828,23083,17935,11600,8167,4664,2991,1985
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Kadamtali,BD302632,248723,293077,541800,21467,19486,20314,25232,29282,27892,23543,19340,16139,13729,10481,7467,5564,3422,2544,1359,1462,22218,19925,22083,28226,33908,32629,29821,26478,20584,16133,12985,10363,7584,4491,3044,1510,1095,43685,39411,42397,53458,63190,60521,53364,45818,36723,29862,23466,17830,13148,7913,5588,2869,2557
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Kalabagan,BD302633,62723,81672,144395,3254,3073,5048,6680,6733,5842,5634,5342,4680,4662,3654,3024,1697,1429,768,761,442,3335,3132,4032,7860,13267,11533,8480,6539,5342,4979,3976,3810,2239,1528,758,569,293,6589,6205,9080,14540,20000,17375,14114,11881,10022,9641,7630,6834,3936,2957,1526,1330,735
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Kamrangir Char,BD302634,25207,30061,55268,2473,2286,2220,2590,2948,2711,2148,1829,1555,1284,1117,618,602,294,240,143,149,2657,2354,2613,3289,3354,3183,2905,2416,1900,1434,1284,796,855,417,323,153,128,5130,4640,4833,5879,6302,5894,5053,4245,3455,2718,2401,1414,1457,711,563,296,277
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Khilgaon,BD302636,253464,284908,538372,19439,18018,20390,24695,27295,27671,24818,21161,17360,15383,11468,9030,5898,4420,2721,2067,1630,20106,18895,20499,24521,30685,31038,29383,26687,21570,17467,13888,11340,7657,5173,3073,1791,1135,39545,36913,40889,49216,57980,58709,54201,47848,38930,32850,25356,20370,13555,9593,5794,3858,2765
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Khilkhet,BD302637,107415,138142,245557,8585,7274,8062,10690,12828,12465,10276,8194,6764,6126,4971,3897,2576,1985,1204,819,699,8842,7789,7902,12086,22609,18328,14923,11663,8780,6969,5622,4462,3252,2262,1274,791,588,17427,15063,15964,22776,35437,30793,25199,19857,15544,13095,10593,8359,5828,4247,2478,1610,1287
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Keraniganj,BD302638,486632,537242,1023874,41598,38186,39517,45321,49746,47786,43106,36599,32997,28147,24521,16005,15266,9966,8528,4564,4779,43591,39428,44667,54785,59207,52251,47117,41827,36167,29483,26045,18189,17092,10531,8565,4539,3758,85189,77614,84184,100106,108953,100037,90223,78426,69164,57630,50566,34194,32358,20497,17093,9103,8537
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Kotwali,BD302640,20543,37177,57720,1261,1244,1505,1818,2037,2026,1961,1777,1522,1430,1089,856,647,526,364,266,214,1395,1358,2220,3896,5456,4670,3951,3479,2794,2320,1893,1411,954,630,371,242,137,2656,2602,3725,5714,7493,6696,5912,5256,4316,3750,2982,2267,1601,1156,735,508,351
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Lalbagh,BD302642,258549,300539,559088,20605,18814,20809,26754,33065,26503,22312,20343,17430,15377,11919,7715,6427,3969,3119,1679,1709,21224,19048,22641,31625,40389,33723,28401,24265,19995,16942,14118,10140,7871,4498,3144,1454,1061,41829,37862,43450,58379,73454,60226,50713,44608,37425,32319,26037,17855,14298,8467,6263,3133,2770
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Mirpur,BD302648,321540,372107,693647,22026,19395,24481,34989,38738,37244,31780,26156,21293,19575,14413,11952,6833,5376,3153,2458,1678,23224,20007,22151,35016,53346,47425,40163,32525,25217,20943,16348,14240,8658,6374,3242,2051,1177,45250,39402,46632,70005,92084,84669,71943,58681,46510,40518,30761,26192,15491,11750,6395,4509,2855
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Mohammadpur,BD302650,223981,270648,494629,14623,13457,18167,23352,24447,22655,21108,18390,16489,14650,11521,8731,5685,4436,2712,2235,1323,14840,14316,17918,27008,40419,33356,26616,21646,18115,15535,12787,10722,7201,4676,2808,1655,1030,29463,27773,36085,50360,64866,56011,47724,40036,34604,30185,24308,19453,12886,9112,5520,3890,2353
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Motijheel,BD302654,83042,116152,199194,4910,4941,6792,8320,8079,7918,8051,7612,7082,6095,4367,3097,1949,1498,1045,753,533,5245,5124,7076,12752,17273,14503,11508,9111,8071,7618,6284,5490,2651,1695,859,540,352,10155,10065,13868,21072,25352,22421,19559,16723,15153,13713,10651,8587,4600,3193,1904,1293,885
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Nawabganj,BD302662,179890,147816,327706,12560,11800,13138,14165,15185,15141,14722,13464,12673,12197,10530,8789,7513,6366,4739,3466,3442,12938,12275,13535,12906,12475,10724,9926,9611,8685,8335,7874,7436,6493,5494,4038,2847,2224,25498,24075,26673,27071,27660,25865,24648,23075,21358,20532,18404,16225,14006,11860,8777,6313,5666
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,New Market,BD302663,20694,39570,60264,967,900,1693,2012,2754,1853,1844,1626,1569,1526,1185,1067,544,473,206,319,156,1000,984,1730,4165,7963,5778,3974,3342,2744,2386,1888,1646,822,587,262,208,91,1967,1884,3423,6177,10717,7631,5818,4968,4313,3912,3073,2713,1366,1060,468,527,247
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Pallabi,BD302664,503700,550418,1054118,34892,32325,38916,58789,64834,58217,46715,38490,31598,27935,22791,16969,11655,7834,5285,3499,2956,36633,33255,37194,51914,72786,69361,59206,47983,36462,29259,23127,18976,13927,9238,5698,3166,2233,71525,65580,76110,110703,137620,127578,105921,86473,68060,57194,45918,35945,25582,17072,10983,6665,5189
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Paltan,BD302665,22388,34183,56571,1099,1116,1991,2481,2027,1897,2039,1893,1733,1751,1298,1196,619,556,255,266,171,1164,1135,1666,3003,4732,4537,4059,3206,2418,2411,1872,1825,845,748,260,208,94,2263,2251,3657,5484,6759,6434,6098,5099,4151,4162,3170,3021,1464,1304,515,474,265
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Ramna,BD302666,93124,107278,200402,5331,5044,7789,10517,9737,8822,8409,7548,7001,6431,5033,4342,2400,1980,1095,1014,631,5408,4874,6059,9266,14938,13114,10850,9069,7802,6974,5902,5428,3077,2206,1098,800,413,10739,9918,13848,19783,24675,21936,19259,16617,14803,13405,10935,9770,5477,4186,2193,1814,1044
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Rampura,BD302667,173378,194778,368156,11830,10847,13604,18299,19256,19541,17247,14189,11311,10464,7979,7049,3992,3520,1829,1526,895,12470,11020,12273,17044,25504,22511,20911,18140,14146,11684,8684,8044,4746,3618,2008,1369,606,24300,21867,25877,35343,44760,42052,38158,32329,25457,22148,16663,15093,8738,7138,3837,2895,1501
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Sabujbagh,BD302668,217756,257425,475181,17276,16000,16708,20811,24294,24622,21866,18117,14812,13025,9587,7316,4716,3557,2187,1585,1277,17918,16407,18243,22580,28427,28901,27872,23834,19251,15538,12288,10047,6855,4407,2596,1345,916,35194,32407,34951,43391,52721,53523,49738,41951,34063,28563,21875,17363,11571,7964,4783,2930,2193
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Savar,BD302672,1583139,1818175,3401314,116822,106499,105752,176092,250745,202710,142394,114155,88669,78410,59971,43222,33774,24244,17708,11117,10855,121851,110541,109487,152963,270865,277460,206932,155855,110614,86308,67731,49206,38765,24721,17337,9359,8180,238673,217040,215239,329055,521610,480170,349326,270010,199283,164718,127702,92428,72539,48965,35045,20476,19035
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Shah Ali,BD302674,74485,85630,160115,5245,4925,5572,8480,9563,8525,7029,6160,4978,4400,3034,2438,1608,1019,719,403,387,5524,5011,5614,8184,12027,10867,9193,7317,5734,4769,3748,2817,1947,1343,794,432,309,10769,9936,11186,16664,21590,19392,16222,13477,10712,9169,6782,5255,3555,2362,1513,835,696
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Shahbagh,BD302675,23013,44934,67947,886,870,1500,2661,3679,2074,1728,1663,1691,1816,1481,1207,580,469,282,258,168,927,900,1448,4492,13337,6205,3235,2733,2280,2227,2104,2258,1216,893,346,214,119,1813,1770,2948,7153,17016,8279,4963,4396,3971,4043,3585,3465,1796,1362,628,472,287
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Shyampur,BD302676,119815,149086,268901,9683,8845,9889,12191,13394,12645,11125,9571,8567,6940,5543,3713,3052,1640,1414,831,772,10288,9184,11400,15650,17988,16811,14450,12628,10733,8379,7173,5166,4085,2259,1623,701,568,19971,18029,21289,27841,31382,29456,25575,22199,19300,15319,12716,8879,7137,3899,3037,1532,1340
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Sher-e-bangla Nagar,BD302680,124121,151902,276023,7532,6877,9403,14676,14817,12309,11410,10202,9125,8327,6119,4766,2963,2316,1431,1107,741,7774,7149,8302,14202,26401,19803,14956,11850,9861,8699,7277,6386,3698,2674,1388,1007,475,15306,14026,17705,28878,41218,32112,26366,22052,18986,17026,13396,11152,6661,4990,2819,2114,1216
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Sutrapur,BD302688,85686,112424,198110,5411,4841,6514,7842,8500,8299,8357,7315,6461,5962,4848,3766,2572,1967,1377,907,747,5631,5090,6793,11010,15517,12624,10886,9759,8540,7395,5985,5158,3215,2266,1283,811,461,11042,9931,13307,18852,24017,20923,19243,17074,15001,13357,10833,8924,5787,4233,2660,1718,1208
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Tejgaon,BD302690,59137,77792,136929,3494,3390,4609,7111,6922,6022,5464,5040,4321,3748,2762,2306,1350,1097,654,504,343,3582,3956,4632,8336,12387,10297,7762,6140,4965,4689,3661,3104,1808,1184,626,400,263,7076,7346,9241,15447,19309,16319,13226,11180,9286,8437,6423,5410,3158,2281,1280,904,606
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Tejgaon Ind. Area,BD302692,50474,85044,135518,3568,3164,3412,6805,8113,6359,4640,3810,3114,2461,1756,1164,858,491,323,238,198,3694,3210,3947,9484,15320,13620,10176,7496,5332,4240,3246,2289,1401,772,440,233,144,7262,6374,7359,16289,23433,19979,14816,11306,8446,6701,5002,3453,2259,1263,763,471,342
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Turag,BD302693,124776,153248,278024,11019,9808,10220,13594,16110,14330,11153,9496,7554,6533,4968,3112,2639,1625,1162,732,721,11413,10025,10149,14245,21836,20369,16343,13342,9907,7764,6103,4073,3249,1855,1298,725,552,22432,19833,20369,27839,37946,34699,27496,22838,17461,14297,11071,7185,5888,3480,2460,1457,1273
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Uttara,BD302695,118033,148340,266373,6520,6812,10508,12230,10115,10967,12048,10634,8637,7694,5962,6122,3371,3097,1364,1259,693,7057,7386,9539,13519,19934,17327,14680,12946,11488,9625,7053,6306,4095,3602,1810,1373,600,13577,14198,20047,25749,30049,28294,26728,23580,20125,17319,13015,12428,7466,6699,3174,2632,1293
2022,BGD,Bangladesh,BD,Dhaka,BD30,Dhaka,BD3026,Uttar Khan,BD302696,56025,60852,116877,4202,4047,4310,5620,6555,6093,4943,4418,3854,3559,2553,1828,1467,990,754,396,436,4598,4245,4619,5699,6869,6490,5673,4939,4064,3528,2961,2474,1680,1272,857,492,392,8800,8292,8929,11319,13424,12583,10616,9357,7918,7087,5514,4302,3147,2262,1611,888,828
2022,BGD,Bangladesh,BD,Dhaka,BD30,Faridpur,BD3029,Alfadanga,BD302903,60480,51044,111524,4790,4813,5180,4471,4492,4587,4480,4202,4005,4201,3618,2968,2496,2480,1443,1318,936,4957,4939,5398,4669,3449,3363,3085,3075,2799,2946,2602,2400,2284,2206,1227,1049,596,9747,9752,10578,9140,7941,7950,7565,7277,6804,7147,6220,5368,4780,4686,2670,2367,1532
2022,BGD,Bangladesh,BD,Dhaka,BD30,Faridpur,BD3029,Bhanga,BD302910,147323,129942,277265,11908,12366,12964,11912,11321,11063,11202,10337,10311,9866,8909,7021,6093,4903,3075,2244,1828,12120,12726,12940,11578,9950,8960,8062,7783,7758,7427,6970,6160,5921,4895,3007,2220,1465,24028,25092,25904,23490,21271,20023,19264,18120,18069,17293,15879,13181,12014,9798,6082,4464,3293
2022,BGD,Bangladesh,BD,Dhaka,BD30,Faridpur,BD3029,Boalmari,BD302918,141191,129051,270242,11554,12128,12539,10362,10900,11174,10621,10081,9614,9277,7797,6557,5221,5206,2965,3051,2144,11755,12457,12856,11223,9676,9393,8573,8456,7804,7718,6992,6362,4893,4798,2540,2305,1250,23309,24585,25395,21585,20576,20567,19194,18537,17418,16995,14789,12919,10114,10004,5505,5356,3394
